DBN,District,School Name,Is Org Split-Sited,Building ID(s),Transfer School,Total Enrollment,Grades 3K-PK-5 Enrollment,Grades 6-8 Enrollment,Grades 9-12 Enrollment,% Asian,% Black,% Hispanic,% Multiple Race Categories Not Represented,% White,% SWD,% ELL,% Poverty,2018-19 ELA # Tested,2018-19 ELA # Proficient (L3&4),2018-19 ELA % Proficient (L3&4),2018-19 Math # Tested,2018-19 Math # Proficient (L3&4),2018-19 Math % Proficient (L3&4),2018-19 Total 4-year August Grad Cohort,2018-19 % 4-year August Graduates,2018-19 Total 6-year Grad Cohort,2018-19 % 6-year Graduates
19K507,19,Performing Arts and Technology High School,false,K435,false,379,0,0,379,0.016,0.599,0.359,0.013,0.013,0.232,0.174,0.879,,,,,,,92,93.5%,91,69.2%
19K510,19,World Academy for Total Community Health High School,false,K435,false,199,0,0,199,0.025,0.683,0.241,0.025,0.025,0.216,0.146,0.93,,,,,,,72,73.6%,64,73.4%
19K557,19,Brooklyn Gardens Elementary School,false,K174,false,309,309,0,0,0.006,0.592,0.369,0.019,0.013,0.256,0.058,0.919,133,27,20.3%,134,26,19.4%,,,,
19K583,19,Multicultural High School,false,K420,false,299,0,0,299,0,0.033,0.967,0,0,0.007,0.86,0.896,,,,,,,63,81.0%,50,68.0%
19K618,19,Academy of Innovative Technology,false,K420,false,445,0,0,445,0.058,0.355,0.526,0.04,0.02,0.227,0.092,0.84,,,,,,,90,95.6%,86,79.1%
19K639,19,Brooklyn Lab School,false,K420,false,437,0,0,437,0.112,0.249,0.572,0.027,0.039,0.197,0.291,0.863,,,,,,,75,70.7%,87,70.1%
19K654,19,Van Siclen Community Middle School,false,K166,false,290,0,290,0,0.021,0.683,0.266,0,0.031,0.355,0.086,0.959,295,52,17.6%,299,26,8.7%,,,,
19K659,19,Cypress Hills Collegiate Preparatory School,false,K420,false,348,0,0,348,0.124,0.149,0.693,0.011,0.023,0.19,0.175,0.917,,,,,,,48,85.4%,63,73.0%
19K660,19,W. H. Maxwell Career and Technical Education High School,false,K660,false,396,0,0,396,0.018,0.631,0.308,0.015,0.028,0.351,0.119,0.937,,,,,,,102,83.3%,135,70.4%
19K661,19,Vista Academy,false,K302,false,474,0,474,0,0.065,0.241,0.65,0.027,0.017,0.207,0.091,0.954,448,194,43.3%,458,164,35.8%,,,,
19K662,19,Liberty Avenue Middle School,false,K302,false,514,0,514,0,0.043,0.237,0.683,0.023,0.014,0.22,0.175,0.967,448,138,30.8%,460,157,34.1%,,,,
19K663,19,School of the Future Brooklyn,false,K174,false,172,0,172,0,0.017,0.628,0.291,0.017,0.047,0.355,0.151,0.953,176,20,11.4%,171,8,4.7%,,,,
19K677,19,East New York Elementary School of Excellence,false,K072,false,500,500,0,0,0.06,0.484,0.412,0.04,0.004,0.198,0.132,0.93,237,57,24.1%,241,69,28.6%,,,,
19K678,19,East New York Middle School of Excellence,false,K072,false,260,0,260,0,0.027,0.523,0.408,0.015,0.027,0.277,0.115,0.965,244,47,19.3%,244,31,12.7%,,,,
19K683,19,School for Classics High School,false,K218,false,264,0,0,264,0.125,0.405,0.394,0.034,0.042,0.201,0.28,0.871,,,,,,,73,69.9%,62,83.9%
19K760,19,Highland Park Community School,false,K171,false,363,0,363,0,0.033,0.105,0.815,0.03,0.017,0.193,0.146,0.893,323,101,31.3%,329,61,18.5%,,,,
19K764,19,The Urban Assembly School for Collaborative Healthcare,false,K420,false,335,0,0,335,0.128,0.334,0.451,0.048,0.039,0.122,0.149,0.782,,,,,,,73,84.9%,s,s
19K907,19,Legacy School of the Arts,false,K190,false,122,0,122,0,0.033,0.623,0.32,0.016,0.008,0.254,0.041,0.902,38,14,36.8%,38,9,23.7%,,,,
20K030,20,P.S./I.S. 30 Mary White Ovington,true,"K331, K940",false,974,570,404,0,0.22,0.008,0.338,0.017,0.417,0.207,0.191,0.804,664,328,49.4%,670,372,55.5%,,,,
20K104,20,P.S./I.S. 104 The Fort Hamilton School,false,K104,false,1222,742,480,0,0.2,0.04,0.262,0.034,0.465,0.152,0.114,0.598,822,526,64.0%,835,516,61.8%,,,,
20K163,20,P.S. 163 Bath Beach,false,K807,false,633,410,223,0,0.299,0.011,0.367,0.002,0.322,0.207,0.201,0.803,396,220,55.6%,408,234,57.4%,,,,
20K164,20,P.S. 164 Caesar Rodney,false,K164,false,674,674,0,0,0.435,0.004,0.427,0.01,0.123,0.187,0.144,0.834,273,160,58.6%,283,184,65.0%,,,,
20K180,20,The SEEALL Academy,false,K180,false,1072,574,498,0,0.443,0.011,0.303,0.015,0.228,0.177,0.257,0.883,743,453,61.0%,691,419,60.6%,,,,
20K192,20,P.S. 192 - The Magnet School for Math and Science Inquiry,false,K192,false,642,472,170,0,0.17,0.023,0.461,0.006,0.34,0.22,0.26,0.836,370,197,53.2%,375,207,55.2%,,,,
20K223,20,J.H.S. 223 The Montauk,false,K223,false,892,0,892,0,0.543,0.027,0.295,0.009,0.127,0.161,0.252,0.959,823,445,54.1%,868,535,61.6%,,,,
20K264,20,P.S. 264 Bay Ridge Elementary School For The Arts,false,K264,false,461,461,0,0,0.104,0.028,0.319,0.015,0.534,0.223,0.139,0.644,202,126,62.4%,210,124,59.0%,,,,
20K485,20,High School of Telecommunication Arts and Technology,false,K485,false,1225,0,0,1225,0.248,0.052,0.473,0.029,0.198,0.189,0.078,0.758,,,,,,,291,91.1%,309,91.6%
20K503,20,P.S. 503: The School of Discovery,false,K314,false,941,941,0,0,0.196,0.005,0.741,0.004,0.054,0.242,0.542,0.937,451,164,36.4%,453,202,44.6%,,,,
20K506,20,P.S. 506: The School of Journalism & Technology,false,K314,false,737,737,0,0,0.289,0.009,0.659,0.005,0.037,0.232,0.297,0.947,350,133,38.0%,360,155,43.1%,,,,
20K609,20,Urban Assembly School for Criminal Justice,false,K223,false,559,0,233,326,0.508,0.114,0.188,0.023,0.166,0.136,0.129,0.88,192,128,66.7%,186,104,55.9%,67,97.0%,85,95.3%
20K682,20,The Academy of Talented Scholars,false,K237,false,419,419,0,0,0.258,0.031,0.091,0.014,0.606,0.255,0.165,0.458,156,132,84.6%,162,127,78.4%,,,,
20K686,20,Brooklyn School of Inquiry,false,K237,false,534,360,174,0,0.221,0.056,0.037,0.036,0.65,0.073,0.088,0.281,317,288,90.9%,277,255,92.1%,,,,
21K096,21,I.S. 096 Seth Low,false,K096,false,835,0,835,0,0.304,0.077,0.297,0.012,0.31,0.192,0.265,0.759,672,256,38.1%,736,343,46.6%,,,,
21K100,21,P.S. 100 The Coney Island School,false,K100,false,832,832,0,0,0.034,0.026,0.063,0.013,0.864,0.163,0.222,0.525,341,219,64.2%,346,243,70.2%,,,,
21K215,21,P.S. 215 Morris H. Weiss,false,K215,false,827,827,0,0,0.27,0.01,0.266,0.011,0.444,0.157,0.207,0.704,382,246,64.4%,386,255,66.1%,,,,
21K225,21,P.S. K225 - The Eileen E. Zaglin,false,K225,false,1005,606,399,0,0.207,0.022,0.342,0.011,0.418,0.194,0.354,0.815,616,244,39.6%,656,276,42.1%,,,,
21K238,21,P.S. 238 Anne Sullivan,false,K238,false,605,439,166,0,0.223,0.025,0.484,0.012,0.256,0.205,0.402,0.848,334,109,32.6%,346,100,28.9%,,,,
21K281,21,I.S. 281 Joseph B Cavallaro,false,K281,false,1259,0,1259,0,0.411,0.066,0.236,0.006,0.281,0.184,0.171,0.834,1231,656,53.3%,1267,776,61.2%,,,,
21K303,21,I.S. 303 Herbert S. Eisenberg,false,K303,false,573,0,573,0,0.229,0.129,0.368,0.009,0.265,0.143,0.161,0.792,536,244,45.5%,551,157,28.5%,,,,
21K329,21,P.S. 329 Surfside,false,K329,false,379,379,0,0,0.045,0.615,0.28,0.016,0.045,0.293,0.034,0.963,177,42,23.7%,173,40,23.1%,,,,
21K337,21,International High School at Lafayette,false,K400,false,365,0,0,365,0.274,0.033,0.43,0.008,0.255,0.019,0.882,0.866,,,,,,,92,62.0%,97,72.2%
21K344,21,Rachel Carson High School for Coastal Studies,false,K303,false,619,0,0,619,0.199,0.115,0.195,0.029,0.462,0.163,0.195,0.746,,,,,,,156,76.9%,128,76.6%
21K348,21,High School of Sports Management,false,K400,false,269,0,0,269,0.108,0.349,0.372,0.03,0.141,0.227,0.167,0.732,,,,,,,50,70.0%,45,91.1%
21K410,21,Abraham Lincoln High School,false,K410,false,1837,0,0,1837,0.15,0.421,0.257,0.016,0.155,0.173,0.137,0.838,,,,,,,441,83.2%,472,79.7%
21K468,21,Kingsborough Early College School,false,K400,false,704,0,301,403,0.075,0.256,0.334,0.03,0.305,0.18,0.023,0.699,260,113,43.5%,224,66,29.5%,85,96.5%,80,97.5%
21K525,21,Edward R. Murrow High School,false,K525,false,3560,0,0,3560,0.268,0.198,0.189,0.046,0.299,0.186,0.088,0.649,,,,,,,888,83.6%,879,88.4%
21K540,21,John Dewey High School,false,K540,false,2199,0,0,2199,0.291,0.293,0.251,0.018,0.147,0.132,0.181,0.814,,,,,,,609,79.3%,400,86.8%
21K559,21,Life Academy High School for Film and Music,false,K400,false,278,0,0,278,0.129,0.299,0.414,0.014,0.144,0.216,0.144,0.838,,,,,,,65,93.8%,63,92.1%
21K572,21,Leaders High School,false,K400,false,387,0,0,387,0.158,0.181,0.38,0.041,0.24,0.209,0.145,0.762,,,,,,,82,86.6%,68,88.2%
22K014,22,J.H.S. 014 Shell Bank,false,K014,false,533,0,533,0,0.167,0.345,0.169,0.021,0.298,0.223,0.227,0.889,466,162,34.8%,498,162,32.5%,,,,
22K078,22,J.H.S. 078 Roy H. Mann,false,K078,false,548,0,548,0,0.06,0.628,0.139,0.024,0.15,0.266,0.051,0.681,545,209,38.3%,552,171,31.0%,,,,
22K109,22,P.S. 109,false,K395,false,516,329,187,0,0.027,0.758,0.169,0.025,0.021,0.273,0.091,0.853,375,136,36.3%,346,91,26.3%,,,,
22K152,22,School of Science & Technology,false,K152,false,595,595,0,0,0.091,0.575,0.282,0.022,0.03,0.21,0.153,0.82,313,130,41.5%,316,114,36.1%,,,,
22K236,22,P.S. 236 Mill Basin,false,K236,false,605,605,0,0,0.122,0.172,0.131,0.056,0.519,0.155,0.063,0.383,240,178,74.2%,241,174,72.2%,,,,
22K240,22,Andries Hudde,false,K240,false,678,0,678,0,0.167,0.575,0.17,0.013,0.075,0.254,0.152,0.845,641,221,34.5%,656,151,23.0%,,,,
22K315,22,P.S. K315,false,K152,false,630,630,0,0,0.106,0.521,0.267,0.024,0.083,0.246,0.175,0.862,291,133,45.7%,295,124,42.0%,,,,
22K381,22,I. S. 381,false,K240,false,286,0,286,0,0.115,0.584,0.147,0.028,0.126,0.21,0.147,0.759,248,135,54.4%,258,105,40.7%,,,,
22K535,22,Leon M. Goldstein High School for the Sciences,false,K535,false,977,0,0,977,0.275,0.06,0.094,0.011,0.559,0.174,0.007,0.481,,,,,,,235,97.0%,271,98.2%
22K611,22,Origins High School,false,K495,false,407,0,0,407,0.221,0.3,0.13,0.022,0.327,0.118,0.287,0.799,,,,,,,119,79.8%,93,89.2%
22K630,22,Professional Pathways High School,false,K495,true,206,0,0,206,0.102,0.238,0.388,0.01,0.262,0.214,0.049,0.811,,,,,,,93,26.9%,114,62.3%
22K889,22,P.S. 889,false,K338,false,197,197,0,0,0.157,0.299,0.188,0.041,0.315,0.112,0.066,0.543,,,,,,,,,,
22K890,22,M.S. 890,false,K338,false,291,0,291,0,0.137,0.371,0.368,0.024,0.1,0.165,0.055,0.735,202,97,48.0%,201,79,39.3%,,,,
23K150,23,P.S. 150 Christopher,false,K150,false,191,191,0,0,0.021,0.607,0.346,0.016,0.01,0.246,0.073,0.979,72,12,16.7%,78,9,11.5%,,,,
23K156,23,P.S. 156 Waverly,false,K356,false,577,577,0,0,0.012,0.783,0.184,0.017,0.003,0.206,0.016,0.894,278,81,29.1%,280,93,33.2%,,,,
23K178,23,P.S. 178 Saint Clair Mckelway,false,K178,false,320,213,107,0,0.019,0.697,0.219,0.025,0.041,0.181,0.059,0.9,166,59,35.5%,169,48,28.4%,,,,
23K284,23,"The Gregory Jocko Jackson School of Sports, Art, and Technology",false,K284,false,281,281,0,0,0.004,0.648,0.342,0.007,0,0.228,0.085,0.979,122,30,24.6%,122,27,22.1%,,,s,s
23K298,23,P.S. 298 Dr. Betty Shabazz,false,K298,false,307,307,0,0,0.007,0.664,0.293,0.029,0.007,0.228,0.055,0.98,75,18,24.0%,74,19,25.7%,,,,
23K323,23,P.S./I.S. 323,false,K263,false,555,346,209,0,0.018,0.742,0.22,0.009,0.011,0.186,0.054,0.932,368,61,16.6%,372,63,16.9%,,,,
23K363,23,Brownsville Collaborative Middle School,false,K298,false,273,0,273,0,0.004,0.714,0.26,0.015,0.007,0.341,0.099,0.934,193,31,16.1%,176,28,15.9%,,,,
23K392,23,I.S. 392,false,K356,false,326,0,326,0,0.021,0.773,0.16,0.028,0.018,0.178,0.009,0.834,280,186,66.4%,222,118,53.2%,,,,
23K401,23,Christopher Avenue Community School,false,K332,false,324,324,0,0,0.003,0.617,0.358,0.012,0.009,0.213,0.04,0.966,84,25,29.8%,85,22,25.9%,,,,
23K446,23,Riverdale Avenue Community School,false,K183,false,359,359,0,0,0.019,0.755,0.189,0.011,0.025,0.192,0.067,0.908,138,40,29.0%,132,17,12.9%,,,,
23K493,23,Brooklyn Collegiate: A College Board School,false,K055,false,305,0,0,305,0.02,0.823,0.131,0.013,0.013,0.243,0.062,0.8,,,,,,,61,78.7%,70,80.0%
23K514,23,Frederick Douglass Academy VII High School,false,K175,false,140,0,0,140,0.014,0.814,0.143,0.014,0.014,0.293,0.036,0.886,,,,,,,36,86.1%,77,76.6%
23K518,23,Kappa V (Knowledge and Power Preparatory Academy),false,K275,false,181,0,181,0,0,0.867,0.11,0.017,0.006,0.343,0.022,0.906,158,40,25.3%,158,19,12.0%,,,,
23K522,23,Mott Hall IV,false,K271,false,149,0,149,0,0.007,0.772,0.208,0.007,0.007,0.309,0,0.926,125,20,16.0%,125,3,2.4%,,,,
23K599,23,Brooklyn Landmark Elementary School,false,K073,false,411,411,0,0,0.032,0.73,0.212,0.017,0.01,0.192,0.036,0.762,146,112,76.7%,150,109,72.7%,,,,
23K643,23,Brooklyn Democracy Academy,false,K275,true,196,0,0,196,0.015,0.796,0.168,0.02,0,0.301,0.041,0.821,,,,,,,81,25.9%,90,46.7%
23K644,23,Eagle Academy for Young Men II,false,K271,false,635,0,277,358,0.003,0.882,0.096,0.014,0.005,0.296,0.005,0.789,200,55,27.5%,133,66,49.6%,80,90.0%,71,97.2%
23K647,23,Metropolitan Diploma Plus High School,false,K275,true,191,0,0,191,0.016,0.806,0.141,0.021,0.016,0.361,0.058,0.911,,,,,,,89,14.6%,86,60.5%
23K664,23,Brooklyn Environmental Exploration School (BEES),false,K073,false,179,0,179,0,0,0.732,0.229,0.034,0.006,0.425,0.056,0.905,86,26,30.2%,80,11,13.8%,,,,
23K668,23,Riverdale Avenue Middle School,false,K183,false,142,0,142,0,0.028,0.697,0.218,0.035,0.021,0.338,0.085,0.979,113,31,27.4%,109,17,15.6%,,,,
23K671,23,Mott Hall Bridges Academy,false,K263,false,203,0,203,0,0.005,0.808,0.177,0.005,0.005,0.296,0.01,0.975,182,54,29.7%,182,60,33.0%,,,,
23K697,23,Teachers Preparatory High School,false,K175,false,163,0,0,163,0.043,0.736,0.172,0.006,0.043,0.436,0.11,0.926,12,2,16.7%,,,,64,70.3%,64,75.0%
24Q005,24,I.S. 5 - The Walter Crowley Intermediate School,false,Q005,false,1755,0,1755,0,0.391,0.016,0.565,0.006,0.022,0.189,0.179,0.784,1695,961,56.7%,1619,821,50.7%,,,,
24Q007,24,P.S. 007 Louis F. Simeone,true,"Q007, Q877",false,1342,1342,0,0,0.625,0.006,0.324,0.01,0.035,0.134,0.382,0.831,632,351,55.5%,650,385,59.2%,,,,
24Q058,24,P.S. 58 - The School of Heroes,false,Q058,false,969,863,106,0,0.397,0.004,0.402,0.012,0.184,0.155,0.104,0.715,518,287,55.4%,537,285,53.1%,,,,
24Q110,24,P.S. 110,false,Q315,false,980,980,0,0,0.083,0.002,0.906,0.003,0.006,0.183,0.363,0.914,352,135,38.4%,364,171,47.0%,,,,
24Q128,24,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",false,Q247,false,956,577,379,0,0.04,0.007,0.195,0.009,0.749,0.142,0.039,0.353,638,478,74.9%,607,409,67.4%,,,,
24Q211,24,Elm Tree Elementary School,false,Q298,false,658,658,0,0,0.07,0.047,0.847,0.005,0.032,0.21,0.436,0.921,149,64,43.0%,158,65,41.1%,,,,
24Q236,24,International High School for Health Sciences,false,Q455,false,291,0,0,291,0.237,0.038,0.674,0.007,0.045,0.034,0.777,0.911,,,,,,,75,69.3%,70,62.9%
24Q239,24,P.S. 239,false,Q239,false,514,514,0,0,0.126,0.019,0.767,0.002,0.086,0.22,0.267,0.862,233,103,44.2%,242,78,32.2%,,,,
24Q264,24,Academy of Finance and Enterprise,false,Q735,false,677,0,0,677,0.241,0.032,0.535,0.047,0.145,0.121,0.05,0.824,,,,,,,148,95.9%,140,96.4%
24Q267,24,High School of Applied Communication,false,Q735,false,408,0,0,408,0.137,0.078,0.645,0.027,0.113,0.174,0.066,0.775,,,,,,,81,95.1%,77,88.3%
24Q290,24,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,false,Q290,false,583,583,0,0,0.154,0.024,0.477,0.036,0.309,0.099,0.11,0.587,250,159,63.6%,250,187,74.8%,,,,
24Q293,24,Civic Leadership Academy,false,Q744,false,646,0,0,646,0.159,0.045,0.709,0.045,0.042,0.169,0.067,0.805,,,,,,,118,91.5%,116,96.6%
24Q296,24,Pan American International High School,false,Q744,false,433,0,0,433,0.002,0.007,0.984,0.005,0.002,0.016,0.769,0.744,,,,,,,146,82.9%,98,90.8%
24Q299,24,Bard High School Early College Queens,false,Q735,false,637,0,0,637,0.336,0.118,0.21,0.027,0.309,0.083,0.003,0.462,,,,,,,141,98.6%,143,100.0%
24Q305,24,Learners and Leaders,true,"Q245, Q320",false,564,564,0,0,0.067,0.016,0.777,0.014,0.126,0.232,0.236,0.821,206,92,44.7%,209,125,59.8%,,,,
24Q307,24,Pioneer Academy,false,Q260,false,873,873,0,0,0.024,0.009,0.952,0.003,0.011,0.228,0.399,0.942,425,144,33.9%,430,197,45.8%,,,,
24Q311,24,Corona Arts & Sciences Academy,false,Q311,false,762,0,762,0,0.013,0.016,0.966,0.003,0.003,0.217,0.24,0.969,745,204,27.4%,758,152,20.1%,,,,
24Q331,24,Mosaic Pre-K Center,true,"Q245, Q298, Q321, Q348, Q368, Q372, Q373, Q378, Q391, Q392, Q412, Q414, Q422, Q437, Q777, Q855, Q906, Q974",false,973,973,0,0,0.162,0.03,0.745,0.008,0.054,0.18,0,0.715,,,,,,,,,,
24Q455,24,Newtown High School,false,Q455,false,1657,0,0,1657,0.253,0.071,0.597,0.026,0.053,0.147,0.238,0.769,,,,,,,512,72.5%,489,75.9%
24Q485,24,Grover Cleveland High School,false,Q485,false,1683,0,0,1683,0.092,0.061,0.652,0.02,0.176,0.203,0.173,0.727,,,,,,,450,66.7%,403,71.7%
24Q520,24,Middle College High School at LaGuardia Community College,false,Q520,false,507,0,0,507,0.087,0.03,0.813,0.006,0.065,0.166,0.012,0.748,,,,,,,115,84.3%,108,88.0%
24Q530,24,International High School at LaGuardia Community College,false,Q520,false,519,0,0,519,0.204,0.017,0.678,0.002,0.098,0.019,0.605,0.696,,,,,,,114,80.7%,116,86.2%
24Q585,24,Maspeth High School,false,Q585,false,1232,0,0,1232,0.175,0.014,0.477,0.076,0.257,0.156,0.032,0.568,,,,,,,249,98.4%,258,99.2%
24Q744,24,VOYAGES Preparatory,false,Q744,true,240,0,0,240,0.063,0.154,0.725,0.021,0.038,0.133,0.038,0.792,,,,,,,75,12.0%,125,46.4%
25Q025,25,I.S. 025 Adrien Block,false,Q025,false,1066,0,1066,0,0.582,0.018,0.219,0.016,0.166,0.15,0.126,0.603,967,654,67.6%,973,602,61.9%,,,,
25Q130,25,P.S. 130,false,Q130,false,403,403,0,0,0.558,0.025,0.179,0.032,0.206,0.171,0.129,0.479,167,129,77.2%,166,144,86.7%,,,,
25Q154,25,P.S. 154 Queens,false,Q154,false,647,647,0,0,0.484,0.074,0.275,0.031,0.136,0.179,0.184,0.793,320,189,59.1%,325,173,53.2%,,,,
25Q169,25,P.S. 169 Bay Terrace,false,Q169,false,385,385,0,0,0.369,0.049,0.255,0.036,0.291,0.174,0.081,0.338,183,95,51.9%,181,146,80.7%,,,,
25Q189,25,J.H.S. 189 Daniel Carter Beard,false,Q189,false,735,0,735,0,0.63,0.031,0.317,0.004,0.018,0.185,0.22,0.85,727,332,45.7%,621,319,51.4%,,,,
25Q209,25,P.S. 209 Clearview Gardens,false,Q209,false,553,553,0,0,0.524,0.007,0.181,0.013,0.275,0.159,0.105,0.38,228,162,71.1%,228,188,82.5%,,,,
25Q237,25,I.S. 237,false,Q237,false,1355,0,1355,0,0.792,0.039,0.154,0.004,0.01,0.125,0.212,0.79,1268,695,54.8%,1291,891,69.0%,,,,
25Q240,25,Veritas Academy,false,Q460,false,608,0,0,608,0.122,0.092,0.684,0.025,0.077,0.184,0.097,0.752,,,,,,,139,85.6%,133,89.5%
25Q241,25,Queens High School for Language Studies,false,Q460,false,447,0,0,447,0.582,0.06,0.295,0.031,0.031,0.054,0.221,0.776,,,,,,,103,91.3%,82,96.3%
25Q250,25,I.S. 250 The Robert F. Kennedy Community Middle School,false,Q168,false,355,0,355,0,0.276,0.262,0.363,0.034,0.065,0.214,0.135,0.854,335,131,39.1%,348,121,34.8%,,,,
25Q252,25,"Queens School of Inquiry, The",false,Q168,false,597,0,250,347,0.417,0.141,0.245,0.027,0.171,0.161,0.03,0.559,242,134,55.4%,155,60,38.7%,78,97.4%,77,98.7%
25Q263,25,Flushing International High School,false,Q189,false,449,0,0,449,0.388,0.011,0.561,0.004,0.036,0.022,0.86,0.904,,,,,,,107,64.5%,98,72.4%
25Q281,25,East-West School of International Studies,false,Q237,false,666,0,301,365,0.707,0.057,0.168,0.018,0.05,0.138,0.066,0.785,279,198,71.0%,189,144,76.2%,73,95.9%,86,97.7%
25Q285,25,World Journalism Preparatory: A College Board School,false,Q025,false,606,0,267,339,0.172,0.04,0.383,0.035,0.371,0.196,0.018,0.578,230,149,64.8%,156,62,39.7%,73,97.3%,86,100.0%
25Q294,25,BELL Academy,false,Q169,false,361,0,361,0,0.388,0.025,0.244,0.025,0.319,0.194,0.025,0.465,321,239,74.5%,261,171,65.5%,,,,
25Q460,25,Flushing High School,false,Q460,false,1483,0,0,1483,0.163,0.163,0.616,0.031,0.028,0.127,0.196,0.8,,,,,,,398,71.4%,409,69.4%
25Q499,25,"The Queens College School for Math, Science and Technology",false,Q499,false,523,350,173,0,0.52,0.203,0.161,0.052,0.065,0.096,0.023,0.488,324,253,78.1%,290,230,79.3%,,,,
25Q525,25,Townsend Harris High School,false,Q515,false,1219,0,0,1219,0.554,0.051,0.114,0.092,0.189,0.073,0.001,0.495,,,,,,,288,99.7%,261,99.6%
26Q026,26,P.S. 026 Rufus King,false,Q026,false,703,703,0,0,0.6,0.088,0.171,0.023,0.118,0.171,0.139,0.64,318,220,69.2%,322,238,73.9%,,,,
26Q041,26,P.S. 041 Crocheron,false,Q041,false,471,471,0,0,0.556,0.013,0.185,0.03,0.217,0.174,0.085,0.399,215,179,83.3%,216,188,87.0%,,,,
26Q186,26,P.S. 186 Castlewood,false,Q186,false,372,372,0,0,0.376,0.118,0.199,0.032,0.274,0.293,0.035,0.376,146,103,70.5%,147,98,66.7%,,,,
26Q191,26,P.S. 191 Mayflower,false,Q191,false,385,385,0,0,0.732,0.039,0.127,0.034,0.068,0.151,0.094,0.662,163,121,74.2%,163,120,73.6%,,,,
26Q205,26,P.S. 205 Alexander Graham Bell,false,Q205,false,304,304,0,0,0.444,0.033,0.207,0.076,0.24,0.158,0.059,0.299,138,113,81.9%,139,118,84.9%,,,,
26Q213,26,P.S. 213 The Carl Ullman School,false,Q213,false,457,457,0,0,0.611,0.096,0.162,0.018,0.114,0.138,0.127,0.545,166,112,67.5%,166,120,72.3%,,,,
26Q266,26,P.S./I.S. 266,false,Q266,false,624,384,240,0,0.34,0.247,0.268,0.035,0.111,0.229,0.027,0.468,379,234,61.7%,312,176,56.4%,,,,
26Q315,26,Business Technology Early College High School,false,Q435,false,552,0,0,552,0.234,0.476,0.159,0.074,0.056,0.127,0.033,0.732,,,,,,,102,94.1%,,
26Q430,26,Francis Lewis High School,false,Q430,false,4468,0,0,4468,0.578,0.052,0.211,0.009,0.15,0.144,0.099,0.69,,,,,,,1108,90.3%,1006,92.6%
26Q435,26,Martin Van Buren High School,false,Q435,false,1151,0,0,1151,0.314,0.403,0.202,0.054,0.028,0.141,0.146,0.765,,,,,,,284,79.6%,317,75.7%
26Q566,26,"Queens High School of Teaching, Liberal Arts and the Sciences",false,Q566,false,1012,0,0,1012,0.208,0.516,0.165,0.059,0.052,0.186,0.024,0.619,,,,,,,271,93.0%,265,97.0%
27Q042,27,P.S./M.S 042 R. Vernam,false,Q042,false,644,480,164,0,0.033,0.661,0.259,0.03,0.017,0.303,0.033,0.958,352,81,23.0%,343,81,23.6%,,,,
27Q043,27,P.S. 043,false,Q043,false,852,607,245,0,0.028,0.575,0.333,0.016,0.047,0.237,0.073,0.92,516,127,24.6%,452,93,20.6%,,,,
27Q053,27,M.S. 053 Brian Piccolo,false,Q053,false,168,0,168,0,0.006,0.518,0.429,0.042,0.006,0.351,0.161,0.887,216,24,11.1%,229,17,7.4%,,,,
27Q202,27,J.H.S. 202 Robert H. Goddard,false,Q202,false,1098,0,1098,0,0.342,0.082,0.463,0.05,0.063,0.158,0.065,0.748,1070,511,47.8%,979,352,36.0%,,,,
27Q226,27,J.H.S. 226 Virgil I. Grissom,false,Q226,false,911,0,911,0,0.33,0.334,0.202,0.115,0.019,0.191,0.074,0.876,884,290,32.8%,903,232,25.7%,,,,
27Q253,27,P.S. 253,false,Q253,false,548,548,0,0,0.04,0.239,0.684,0.022,0.015,0.246,0.316,0.962,279,69,24.7%,281,89,31.7%,,,,
27Q254,27,P.S. 254 - The Rosa Parks School,false,Q254,false,619,619,0,0,0.116,0.031,0.743,0.024,0.086,0.147,0.179,0.796,278,148,53.2%,292,182,62.3%,,,,
27Q260,27,Frederick Douglass Academy VI High School,false,Q465,false,321,0,0,321,0.009,0.461,0.508,0.016,0.006,0.24,0.321,0.794,,,,,,,92,47.8%,95,58.9%
27Q261,27,Voyages Prep - South Queens,false,Q400,true,317,0,0,317,0.085,0.666,0.192,0.035,0.022,0.123,0.016,0.713,,,,,,,120,18.3%,123,66.7%
27Q262,27,Channel View School for Research,false,Q410,false,1077,0,458,619,0.069,0.414,0.391,0.025,0.101,0.138,0.022,0.701,410,221,53.9%,276,129,46.7%,119,93.3%,111,96.4%
27Q282,27,Knowledge and Power Preparatory Academy VI,false,Q465,false,279,0,279,0,0.004,0.384,0.573,0.014,0.025,0.183,0.065,0.86,257,135,52.5%,176,94,53.4%,,,,
27Q297,27,Hawtree Creek Middle School,false,Q226,false,389,0,389,0,0.324,0.293,0.206,0.147,0.031,0.229,0.033,0.882,355,159,44.8%,319,110,34.5%,,,,
27Q302,27,"Queens High School for Information, Research, and Technology",false,Q465,false,481,0,0,481,0.05,0.43,0.472,0.017,0.031,0.198,0.181,0.726,,,,,,,132,81.1%,101,83.2%
27Q308,27,Robert H. Goddard High School of Communication Arts and Technology,false,Q202,false,614,0,0,614,0.249,0.091,0.394,0.052,0.213,0.197,0.046,0.735,,,,,,,158,91.8%,135,97.8%
